CÓDIGO CNAE;NÍVEL AGREGAÇÃO;DESCRIÇÃO CNAE;CÓDIGO DN COPAM;DESCRIÇÃO DO CÓDIGO;EXIGÊNCIA AMBIENTAL;NÍVEL DE RISCO
3822-0/00;Atividade;Incineração ou combustão de resíduos perigosos;F-05-13-4;Tratamento térmico de resíduos tais como incineração, pirólise, gaseificação e plasma;Licença ambiental;III
3821-1/00 ;Subclasse;Tratamento e disposição de resíduos não perigosos;F-05-13-4;Tratamento térmico de resíduos tais como incineração, pirólise, gaseificação e plasma;Licença ambiental;III
3822-0/00;Subclasse;Tratamento e disposição de resíduos perigosos;F-05-13-4;Tratamento térmico de resíduos tais como incineração, pirólise, gaseificação e plasma;Licença ambiental;III
3821-1/00;Subclasse;Tratamento e disposição de resíduos não perigosos;F-05-13-5;Disposição final de resíduos de serviços de saúde (Grupos A4, B sólido não perigoso, E sem contaminação biológica, Grupo D, e Grupos A1, A2 e E com contaminação biológica submetidos a tratamento prévio) em aterro sanitário, aterro para resíduos não perigosos – classe II A, ou célula de disposição especial;Licença ambiental;III
3821-1/00 ;Subclasse;Tratamento e disposição de resíduos não perigosos;F-05-13-5;Disposição final de resíduos de serviços de saúde (Grupos A4, B sólido não perigoso, E sem contaminação biológica, Grupo D, e Grupos A1, A2 e E com contaminação biológica submetidos a tratamento prévio) em aterro sanitário, aterro para resíduos não perigosos – classe II A, ou célula de disposição especial;Licença ambiental;III
3822-0/00;Atividade;Incineração ou combustão de resíduos perigosos;F-05-13-7;Tratamento de resíduos de serviços de saúde (Grupos A e E com contaminação biológica), visando a redução ou eliminação da carga microbiana, tais como desinfecção química, autoclave ou micro-ondas;Licença ambiental;III
3822-0/00;Atividade;Serviços de tratamento e eliminação de resíduos tóxicos;F-05-13-7;Tratamento de resíduos de serviços de saúde (Grupos A e E com contaminação biológica), visando a redução ou eliminação da carga microbiana, tais como desinfecção química, autoclave ou micro-ondas;Licença ambiental;III
3822-0/00;Atividade;Tratamento e disposição de animais intoxicados (vivos ou mortos);F-05-13-7;Tratamento de resíduos de serviços de saúde (Grupos A e E com contaminação biológica), visando a redução ou eliminação da carga microbiana, tais como desinfecção química, autoclave ou micro-ondas;Licença ambiental;III
3822-0/00;Atividade;Tratamento e disposição de resíduos contaminados;F-05-13-7;Tratamento de resíduos de serviços de saúde (Grupos A e E com contaminação biológica), visando a redução ou eliminação da carga microbiana, tais como desinfecção química, autoclave ou micro-ondas;Licença ambiental;III
3821-1/00;Subclasse;Tratamento e disposição de resíduos não perigosos;F-05-14-1;Unidade de mistura e pré-condicionamento de resíduos para coprocessamento em fornos de clínquer;Licença ambiental;III
3821-1/00 ;Subclasse;Tratamento e disposição de resíduos não perigosos;F-05-14-1;Unidade de mistura e pré-condicionamento de resíduos para coprocessamento em fornos de clínquer;Licença ambiental;III
2320-6/00;Subclasse;Fabricação de cimento;F-05-14-2;Coprocessamento de resíduos em forno de clínquer;Licença ambiental ou Dispensa;II
2320-6/00;Subclasse;Fabricação de cimento;F-05-14-2;Coprocessamento de resíduos em forno de clínquer;Licença ambiental ou Dispensa;II
3821-1/00;Subclasse;Tratamento e disposição de resíduos não perigosos;F-05-15-0;Outras formas de destinação de resíduos não listadas ou não classificadas;Licença ambiental;III
3821-1/00 ;Subclasse;Tratamento e disposição de resíduos não perigosos;F-05-15-0;Outras formas de destinação de resíduos não listadas ou não classificadas;Licença ambiental;III
3822-0/00;Subclasse;Tratamento e disposição de resíduos perigosos;F-05-15-0;Outras formas de destinação de resíduos não listadas ou não classificadas;Licença ambiental;III
3822-0/00;Atividade;Tratamento e disposição de resíduos contaminados;F-05-15-0;Outras formas de destinação de resíduos não listadas ou não classificadas;Licença ambiental;III
3822-0/00;Atividade;Incineração ou combustão de resíduos perigosos;F-05-15-0;Outras formas de destinação de resíduos não listadas ou não classificadas;Licença ambiental;III
3822-0/00;Subclasse;Tratamento e disposição de resíduos perigosos;F-05-15-0;Outras formas de destinação de resíduos não listadas ou não classificadas;Licença ambiental;III
3839-4/99;Atividade;Recuperação de borracha de pneus usados;F-05-15-0;Outras formas de destinação de resíduos não listadas ou não classificadas;Licença ambiental;III
3839-4/99;Atividade;Recuperação de borracha;F-05-15-0;Outras formas de destinação de resíduos não listadas ou não classificadas;Licença ambiental;III
4530-7/04;Atividade;Serviços de desmanche de veículos automotores, com comercialização de partes, peças e acessórios.;F-05-16-0;Descaracterização de veículos;Licença Ambiental ou Dispensa;II
3831-9/99;Atividade;Serviços de desmanche de veículos automotores, sem comercialização de partes, peças e acessórios.;F-05-16-0;Descaracterização de veículos;Licença Ambiental ou Dispensa;II
3831-9/99;Atividade;Recuperação de metais de resíduos fotográficos;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de metais ferrosos e não-ferrosos, exceto alumínio;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de sucatas de antimônio;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de sucatas de aço inox;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de sucatas de bronze;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de sucatas de chumbo;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de sucatas de cobre;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de sucatas de estanho;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de sucatas de ferro e aço;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de sucatas de latão;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Reciclagem de sucatas de metais ferrosos e não-ferrosos (exceto de alumínio);F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/99;Atividade;Recuperação de sucatas de zamac (zamak);F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3832-7/00;Atividade;Recuperação de garrafas PET;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3832-7/00;Atividade;Obtenção de grânulos a partir da recuperação de materiais plásticos descartados;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3832-7/00;Atividade;Recuperação de materiais plásticos descartados;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3832-7/00;Atividade;Obtenção de materiais plásticos em grãos (grânulos) a partir de sucatas ou resíduos descartados de plástico;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3832-7/00;Atividade;Serviço de trituração, granulação ou de moagem de materiais plásticos descartados;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3821-1/00 ;Subclasse;Tratamento e disposição de resíduos não perigosos;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3822-0/00;Subclasse;Tratamento e disposição de resíduos perigosos;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/01;Atividade;Recuperação de desperdícios diversos de alumínio;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/01;Atividade;Recuperação de latas de alumínio usadas;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/01;Atividade;Recuperação de peças de alumínio;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3831-9/01;Atividade;Recuperação de sucatas de alumínio;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3839-4/99;Atividade;Recuperação de desperdícios de madeira;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3839-4/99;Atividade;Recuperação de material têxtil;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3839-4/99;Atividade;Recuperação de papel, papelão e aparas;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3839-4/99;Atividade;Recuperação de resíduos contendo produtos químicos;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3839-4/99;Atividade;Regeneração de substâncias químicas a partir de desperdícios;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3839-4/99;Atividade;Recuperação de vidro;F-05-17-0;Processamento ou reciclagem de sucata;Licença ambiental;III
3821-1/00;Atividade;Despejo de resíduos não-perigosos em locais de disposição controlada ou vazadouros;F-05-18-0;Aterro de resíduos da construção civil (classe “A”), exceto aterro para armazenamento/disposição de solo proveniente de obras de terraplanagem previsto em projeto aprovado da ocupação;Licença ambiental;III
3821-1/00;Atividade;Despejo de resíduos não-perigosos em locais de disposição controlada ou vazadouros;F-05-18-1;Áreas de triagem, transbordo e armazenamento transitório e/ou reciclagem de resíduos da construção civil e volumosos;Licença ambiental;III
3822-0/00;Atividade;Tratamento e disposição de resíduos perigosos em qualquer estado físico (sólido, líquido, pastoso, granulado, etc.);F-05-18-1;Áreas de triagem, transbordo e armazenamento transitório e/ou reciclagem de resíduos da construção civil e volumosos;Licença ambiental;III
3822-0/00;Subclasse;Tratamento e disposição de resíduos perigosos;F-05-19-0;Barragem de contenção de resíduos industriais;Licença ambiental;III
4681-8/01;Atividade;Comércio atacadista de combustíveis para aeronaves, aviões;F-06-01-7;Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação ;Licença ambiental;III
4681-8/01;Atividade;Comércio atacadista de querosene da aviação;F-06-01-7;Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação ;Licença ambiental;III
4731-8/00;Subclasse;Comércio varejista de combustíveis para veículos automotores;F-06-01-7;Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação ;Licença ambiental;III
4681-8/02;Atividade;Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.);F-06-01-7;Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação ;Licença ambiental;III
1340-5/99;Subclasse;Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário;F-06-02-5;Lavanderias industriais para tingimento e/ou amaciamento e/ou outros acabamentos químicos e/ou lavagem a seco que utilizem solventes orgânicos;Licença Ambiental ou Dispensa;II
 1340-5/01;Subclasse;Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário;F-06-02-5;Lavanderias industriais para tingimento e/ou amaciamento e/ou outros acabamentos químicos e/ou lavagem a seco que utilizem solventes orgânicos;Licença Ambiental ou Dispensa;II
1340-5/02;Subclasse;Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário;F-06-02-5;Lavanderias industriais para tingimento e/ou amaciamento e/ou outros acabamentos químicos e/ou lavagem a seco que utilizem solventes orgânicos;Licença Ambiental ou Dispensa;II
4649-4/99;Atividade;Comércio atacadista de peixes ornamentais ;Não Listada;-;Não se aplica;I
0159-8/02;Atividade;"Hamsters; Criação De";Não Listada;-;Não se aplica;I
4789-0/04;Subclasse;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;Não Listada;-;Não se aplica;I
0170-9/00;Subclasse;Caça e serviços relacionados;Não Listada;-;Não se aplica;I
1813-0/01;Atividade;Serigrafia em brindes;F-06-03-3;Serigrafia;Licença Ambiental ou Dispensa;II
4623-1/02;Subclasse;Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal;Não Listada;-;Não se aplica;I
4722-9/01;Subclasse;Comércio varejista de carnes – açougues;Não Listada;-;Não se aplica;I
4623-1/01;Atividade;Comércio atacadista de animais vivos;Não Listada;-;Não se aplica;I
4633-8/03;Subclasse;Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação;Não Listada;-;Não se aplica;I
4634-6/02;Atividade;Comércio Atacadista de Aves Abatidas Frescas, Frigorificadas Ou Congeladas;Não Listada;-;Não se aplica;I
4724-5/00;Atividade;Comércio varejista aves vivas para alimentação;Não Listada;-;Não se aplica;I
4724-5/00;Atividade;Comércio varejista aviário (exceto passarinhos), aves vivas;Não Listada;-;Não se aplica;I
4724-5/00;Atividade;Comércio varejista coelhos e outros pequenos animais para alimentação ;Não Listada;-;Não se aplica;I
4661-3/00;Atividade;Comércio atacadista de motosserras;Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Batuta Para Maestro; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Caixas De Musica; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Contrabaixo; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Flautas, Clarineta; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Harpas; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Instrumentos Musicais De Corda; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Pianos E Cravos; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Viola, Cavaquinho, Bandolim, Banjo; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Violino, Violoncelo; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Violão (Violões); Fabricação De";Não Listada;-;Não se aplica;I
4623-1/99;Atividade;Comércio atacadista de ervas medicinais em bruto ;Não Listada;-;Não se aplica;I
0220-9/01;Subclasse;Extração de madeira em florestas nativas;Não Listada;-;Não se aplica;I
1629-3/01 ;Subclasse;Fabricação de artefatos diversos de madeira, exceto móveis;Não Listada;-;Não se aplica;I
1610-2/03 ;Subclasse;Serrarias com desdobramento de madeira em bruto;Não Listada;-;Não se aplica;I
3101-2/00;Atividade;Marcenaria (fabricação de móveis);Não Listada;-;Não se aplica;I
1610-2/04 ;Subclasse;Serrarias sem desdobramento de madeira em bruto - resserragem;Não Listada;-;Não se aplica;I
1629-3/02 ;Subclasse;Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis;Não Listada;-;Não se aplica;I
1710-9/00 ;Subclasse;Fabricação de celulose e outras pastas para a fabricação de papel;Não Listada;-;Não se aplica;I
1622-6/01 ;Subclasse;Fabricação de casas de madeira pré fabricadas;Não Listada;-;Não se aplica;I
0230-6/00;Atividade;Serviço de abate, derrubada de árvores e transporte de toras ;Não Listada;-;Não se aplica;I
0230-6/00;Atividade;Serviços de desbastes florestais;Não Listada;-;Não se aplica;I
0230-6/00;Atividade;Serviços de descarregamento de madeiras ;Não Listada;-;Não se aplica;I
1813-0/01;Atividade;Serviço de serigrafia em bonés;F-06-03-3;Serigrafia;Licença Ambiental ou Dispensa;II
1813-0/99;Atividade;Fabricação de materiais em serigrafia (silk-screen);F-06-03-3;Serigrafia;Licença Ambiental ou Dispensa;II
1813-0/99;Atividade;Impressão sob encomenda serigrafia (silk-screen);F-06-03-3;Serigrafia;Licença Ambiental ou Dispensa;II
5231-1/02;Atividade;Serviços de operações de terminais;F-06-04-6;Base de armazenamento e distribuição de lubrificantes, combustíveis líquidos derivados de petróleo, álcool combustível e outros combustíveis automotivos;Licença ambiental;III
4681-8/01;Subclasse;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (T.R.R.);F-06-04-6;Base de armazenamento e distribuição de lubrificantes, combustíveis líquidos derivados de petróleo, álcool combustível e outros combustíveis automotivos;Licença ambiental;III
4681-8/02;Subclasse;Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.);F-06-04-6;Base de armazenamento e distribuição de lubrificantes, combustíveis líquidos derivados de petróleo, álcool combustível e outros combustíveis automotivos;Licença ambiental;III
4681-8/03;Subclasse;Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;F-06-04-6;Base de armazenamento e distribuição de lubrificantes, combustíveis líquidos derivados de petróleo, álcool combustível e outros combustíveis automotivos;Licença ambiental;III
4681-8/05;Subclasse;Comércio atacadista de lubrificantes;F-06-04-6;Base de armazenamento e distribuição de lubrificantes, combustíveis líquidos derivados de petróleo, álcool combustível e outros combustíveis automotivos;Licença ambiental;III
5211-7/99;Atividade;Armazenamento de produtos perigosos por conta de terceiros;F-06-04-6;Base de armazenamento e distribuição de lubrificantes, combustíveis líquidos derivados de petróleo, álcool combustível e outros combustíveis automotivos;Licença ambiental;III
5231-1/02;Atividade;Serviços de operações de terminais;F-06-05-4;"Base de armazenamento e distribuição dos seguintes solventes: I - rafinados de pirólise; II - rafinados de reforma; III - solventes C9/C9 diidrogenados; IV - correntes C9; V - correntes C6-C8; VI - correntes C10; VII - tolueno; VIII - reformados pesados; IX - xilenos mistos; X - outros alquilbenzenos; XI - benzeno; XII - hexanos; XIII - outros solventes alifáticos; IV - aguarrás mineral";Licença ambiental ou Dispensa;II
4684-2/02;Subclasse;Comércio atacadista de solventes;F-06-05-4;"Base de armazenamento e distribuição dos seguintes solventes: I - rafinados de pirólise; II - rafinados de reforma; III - solventes C9/C9 diidrogenados; IV - correntes C9; V - correntes C6-C8; VI - correntes C10; VII - tolueno; VIII - reformados pesados; IX - xilenos mistos; X - outros alquilbenzenos; XI - benzeno; XII - hexanos; XIII - outros solventes alifáticos; IV - aguarrás mineral";Licença ambiental ou Dispensa;II
5211-7/99;Atividade;Armazenamento de produtos perigosos por conta de terceiros;F-06-05-4;"Base de armazenamento e distribuição dos seguintes solventes: I - rafinados de pirólise; II - rafinados de reforma; III - solventes C9/C9 diidrogenados; IV - correntes C9; V - correntes C6-C8; VI - correntes C10; VII - tolueno; VIII - reformados pesados; IX - xilenos mistos; X - outros alquilbenzenos; XI - benzeno; XII - hexanos; XIII - outros solventes alifáticos; IV - aguarrás mineral";Licença ambiental ou Dispensa;II
4682-6/00;Subclasse;Comércio atacadista de gás liqüefeito de petróleo (GLP);F-06-06-2;Base de envasamento de Gás Liquefeito de Petróleo – GLP;Licença ambiental;III
5231-1/02;Atividade;Serviços de operações de terminais;F-06-07-0;Unidades de compressão e distribuição de Gás Natural Comprimido – GNC a granel;Licença ambiental;III
4681-8/01;Subclasse;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (T.R.R.);F-06-07-0;Unidades de compressão e distribuição de Gás Natural Comprimido – GNC a granel;Licença ambiental;III
0230-6/00;Atividade;Atividade de serviços ligados com a silvicultura e exploração vegetal ;G-01-01-5;Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas);Licença Ambiental ou Dispensa;II
0121-1/01;Subclasse;Horticultura, exceto morango;G-01-01-5;Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas);Licença Ambiental ou Dispensa;II
0121-1/02;Subclasse;Cultivo de morango;G-01-01-5;Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas);Licença Ambiental ou Dispensa;II
0122-9/00;Subclasse;Cultivo de flores e plantas ornamentais;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0210-1/07;Subclasse;Extração de madeira em florestas plantadas;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0210-1/07;Subclasse;Extração de madeira em florestas plantadas;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0111-3/01;Atividade;Cultivo de arroz;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0111-3/02;Atividade;Cultivo de milho;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0111-3/03;Atividade;Cultivo de trigo;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0111-3/99;Atividade;Cultivo de outros cereais não especificados anteriormente;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0112-1/01;Atividade;Cultivo de algodão herbáceo;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0112-1/02;Atividade;Cultivo de juta;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0112-1/99;Atividade;Cultivo de outras fibras de lavoura temporária não especificadas anteriormente;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0113-0/00;Atividade;Cultivo de cana-de-açúcar;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0114-8/00;Atividade;Cultivo de fumo;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0115-6/00;Atividade;Cultivo de soja;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0116-4/01;Atividade;Cultivo de amendoim;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0116-4/02;Atividade;Cultivo de girassol;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0116-4/03;Atividade;Cultivo de mamona;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0116-4/99;Atividade;Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0119-9/01;Atividade;Cultivo de abacaxi;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0119-9/05;Atividade;Cultivo de feijão;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0119-9/06;Atividade;Cultivo de mandioca;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0119-9/99;Atividade;Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0131-8/00;Atividade;Cultivo de laranja;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0132-6/00;Atividade;Cultivo de uva;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/01;Atividade;Cultivo de açaí;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/02;Atividade;Cultivo de banana;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/03;Atividade;Cultivo de caju;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/04;Atividade;Cultivo de cítricos, exceto laranja;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/05;Atividade;Cultivo de coco-da-baía;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/06;Atividade;Cultivo de guaraná;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/07;Atividade;Cultivo de maçã;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/08;Atividade;Cultivo de mamão;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/09;Atividade;Cultivo de maracujá;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/10;Atividade;Cultivo de manga;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/11;Atividade;Cultivo de pêssego;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0133-4/99;Atividade;Cultivo de frutas de lavoura permanente não especificadas anteriormente;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0134-2/00;Atividade;Cultivo de café;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0135-1/00;Atividade;Cultivo de cacau;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0139-3/01;Atividade;Cultivo de chá-da-índia;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0139-3/02;Atividade;Cultivo de erva-mate;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0139-3/03;Atividade;Cultivo de pimenta-do-reino;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0139-3/04;Atividade;Cultivo de plantas para condimento, exceto pimenta-do-reino;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
4724-5/00;Atividade;"Galinhas Para Alimentação; Comércio Varejista";Não Listada;-;Não se aplica;I
0139-3/05;Atividade;Cultivo de dendê;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0139-3/06;Atividade;Cultivo de seringueira;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
